unique_id	parent_id	path	description	keywords
678	664	Travel > Travel Type > Cruises	Content about Cruises within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, cruises, and cruise.	travel, type, cruises, cruise
679	664	Travel > Travel Type > Day Trips	Content about Day Trips within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, day, trips, and trip.	travel, type, day, trips, trip
666	664	Travel > Travel Type > Family Travel	Content about Family Travel within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and family.	travel, type, family
667	664	Travel > Travel Type > Honeymoons and Getaways	Content about Honeymoons and Getaways within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, honeymoons, honeymoon, getaways, and getaway.	travel, type, honeymoons, honeymoon, getaways, getaway
668	664	Travel > Travel Type > Hotels and Motels	Content about Hotels and Motels within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, hotels, hotel, motels, and motel.	travel, type, hotels, hotel, motels, motel
669	664	Travel > Travel Type > Rail Travel	Content about Rail Travel within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and rail.	travel, type, rail
670	664	Travel > Travel Type > Road Trips	Content about Road Trips within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, road, trips, and trip.	travel, type, road, trips, trip
671	664	Travel > Travel Type > Spas	Content about Spas within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and spas.	travel, type, spas
680		Video Gaming	Content primarily about Video Gaming, including news, information, guides, reviews, products, services, and trends related to video and gaming.	video, gaming
681	680	Video Gaming > Console Games	Content about Console Games within Video Gaming, covering topics such as video, gaming, console, games, and game, along with relevant news, advice, products, services, and trends.	video, gaming, console, games, game
682	680	Video Gaming > eSports	Content about eSports within Video Gaming, covering topics such as video, gaming, esports, competitive gaming, video games, and esport, along with relevant news, advice, products, services, and trends.	video, gaming, esports, competitive gaming, video games, esport
683	680	Video Gaming > Mobile Games	Content about Mobile Games within Video Gaming, covering topics such as video, gaming, mobile, games, and game, along with relevant news, advice, products, services, and trends.	video, gaming, mobile, games, game
